pod,__name__
front-end-84bbdf87f9-kmv47,container_memory_cache
front-end-84bbdf87f9-jxwtv,container_memory_cache
front-end-84bbdf87f9-qqzdw,container_memory_cache
front-end-84bbdf87f9-pxn99,container_memory_cache
front-end-84bbdf87f9-dtl78,container_memory_cache
front-end-84bbdf87f9-p8shn,container_memory_cache
front-end-84bbdf87f9-pfkqg,container_memory_cache
front-end-84bbdf87f9-5lrjq,container_memory_cache
front-end-84bbdf87f9-4xsk5,container_memory_cache
front-end-84bbdf87f9-57x95,container_memory_cache
front-end-84bbdf87f9-rgdkz,container_memory_cache
front-end-84bbdf87f9-p2snw,container_memory_cache
front-end-84bbdf87f9-pm6f7,container_memory_cache
front-end-84bbdf87f9-4tnwd,container_memory_cache
front-end-84bbdf87f9-cz8js,container_memory_cache
front-end-84bbdf87f9-fx76p,container_memory_cache
front-end-84bbdf87f9-5hrw2,container_memory_cache
front-end-84bbdf87f9-lbf7z,container_memory_cache
front-end-84bbdf87f9-k5g9d,container_memory_cache
front-end-84bbdf87f9-vs62v,container_memory_cache
front-end-84bbdf87f9-7d4cp,container_memory_cache
front-end-84bbdf87f9-6rwqz,container_memory_cache
orders-b54f99dcf-r9v6c,container_memory_cache
orders-b54f99dcf-f6t87,container_memory_cache
orders-db-bcc65d8b7-v2txw,container_memory_cache
payment-bf57b494f-2zdfk,container_memory_cache
queue-master-5c568f48f4-kdk26,container_memory_cache
rabbitmq-c9c9d6567-kqfw5,container_memory_cache
rabbitmq-c9c9d6567-kqfw5,container_memory_cache
session-db-77fb5f98fc-rh8n7,container_memory_cache
shipping-76b9956679-jsgdh,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-p6m9h,container_memory_cache
user-db-59bc4d8969-gp8f5,container_memory_cache
user-db-59bc4d8969-gp8f5,container_memory_cache
user-db-59bc4d8969-gp8f5,container_memory_cache
catalogue-db-554b5765cf-jglzx,container_memory_cache
catalogue-db-554b5765cf-jglzx,container_memory_cache
rabbitmq-c9c9d6567-kqfw5,container_memory_cache
rabbitmq-c9c9d6567-kqfw5,container_memory_cache
orders-db-bcc65d8b7-v2txw,container_memory_cache
orders-db-bcc65d8b7-v2txw,container_memory_cache
session-db-77fb5f98fc-rh8n7,container_memory_cache
session-db-77fb5f98fc-rh8n7,container_memory_cache
carts-db-6fd968dd8c-mhq77,container_memory_cache
carts-db-6fd968dd8c-mhq77,container_memory_cache
front-end-84bbdf87f9-9h2hm,container_memory_cache
front-end-84bbdf87f9-9h2hm,container_memory_cache
payment-bf57b494f-2zdfk,container_memory_cache
payment-bf57b494f-2zdfk,container_memory_cache
front-end-84bbdf87f9-rwglf,container_memory_cache
front-end-84bbdf87f9-rwglf,container_memory_cache
front-end-84bbdf87f9-bqs94,container_memory_cache
front-end-84bbdf87f9-bqs94,container_memory_cache
front-end-84bbdf87f9-dchc2,container_memory_cache
front-end-84bbdf87f9-dchc2,container_memory_cache
front-end-84bbdf87f9-4bddm,container_memory_cache
front-end-84bbdf87f9-4bddm,container_memory_cache
front-end-84bbdf87f9-h6qvz,container_memory_cache
front-end-84bbdf87f9-h6qvz,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
user-b8c4c9799-4d2vq,container_memory_cache
front-end-84bbdf87f9-fwbs2,container_memory_cache
front-end-84bbdf87f9-fwbs2,container_memory_cache
carts-77c79d8f5c-kc9vd,container_memory_cache
carts-77c79d8f5c-kc9vd,container_memory_cache
front-end-84bbdf87f9-wxcxc,container_memory_cache
front-end-84bbdf87f9-wxcxc,container_memory_cache
front-end-84bbdf87f9-ldc2x,container_memory_cache
front-end-84bbdf87f9-ldc2x,container_memory_cache
front-end-84bbdf87f9-6gwpb,container_memory_cache
front-end-84bbdf87f9-6gwpb,container_memory_cache
front-end-84bbdf87f9-nv7pt,container_memory_cache
front-end-84bbdf87f9-nv7pt,container_memory_cache
orders-b54f99dcf-r9v6c,container_memory_cache
orders-b54f99dcf-r9v6c,container_memory_cache
front-end-84bbdf87f9-zt6sc,container_memory_cache
front-end-84bbdf87f9-zt6sc,container_memory_cache
front-end-84bbdf87f9-zpznn,container_memory_cache
front-end-84bbdf87f9-zpznn,container_memory_cache
front-end-84bbdf87f9-nl9mb,container_memory_cache
front-end-84bbdf87f9-nl9mb,container_memory_cache
front-end-84bbdf87f9-njk4n,container_memory_cache
front-end-84bbdf87f9-njk4n,container_memory_cache
orders-b54f99dcf-np2bn,container_memory_cache
orders-b54f99dcf-np2bn,container_memory_cache
front-end-84bbdf87f9-wmvr6,container_memory_cache
front-end-84bbdf87f9-wmvr6,container_memory_cache
front-end-84bbdf87f9-6wvcp,container_memory_cache
front-end-84bbdf87f9-6wvcp,container_memory_cache
front-end-84bbdf87f9-4r59v,container_memory_cache
front-end-84bbdf87f9-4r59v,container_memory_cache
front-end-84bbdf87f9-2n9fd,container_memory_cache
front-end-84bbdf87f9-2n9fd,container_memory_cache
front-end-84bbdf87f9-tfs4h,container_memory_cache
front-end-84bbdf87f9-tfs4h,container_memory_cache
orders-b54f99dcf-f6t87,container_memory_cache
orders-b54f99dcf-f6t87,container_memory_cache
front-end-84bbdf87f9-s6s49,container_memory_cache
front-end-84bbdf87f9-s6s49,container_memory_cache
front-end-84bbdf87f9-rlg2v,container_memory_cache
front-end-84bbdf87f9-rlg2v,container_memory_cache
front-end-84bbdf87f9-k7wsd,container_memory_cache
front-end-84bbdf87f9-k7wsd,container_memory_cache
front-end-84bbdf87f9-sfflv,container_memory_cache
front-end-84bbdf87f9-sfflv,container_memory_cache
front-end-84bbdf87f9-cfkwb,container_memory_cache
front-end-84bbdf87f9-cfkwb,container_memory_cache
orders-b54f99dcf-p8f24,container_memory_cache
orders-b54f99dcf-p8f24,container_memory_cache
front-end-84bbdf87f9-rtrkt,container_memory_cache
front-end-84bbdf87f9-rtrkt,container_memory_cache
front-end-84bbdf87f9-jhbqt,container_memory_cache
front-end-84bbdf87f9-jhbqt,container_memory_cache
front-end-84bbdf87f9-2dcgp,container_memory_cache
front-end-84bbdf87f9-2dcgp,container_memory_cache
front-end-84bbdf87f9-4vtjl,container_memory_cache
front-end-84bbdf87f9-4vtjl,container_memory_cache
front-end-84bbdf87f9-4vpzf,container_memory_cache
front-end-84bbdf87f9-4vpzf,container_memory_cache
front-end-84bbdf87f9-6s9j5,container_memory_cache
front-end-84bbdf87f9-6s9j5,container_memory_cache
shipping-76b9956679-jsgdh,container_memory_cache
shipping-76b9956679-jsgdh,container_memory_cache
front-end-84bbdf87f9-ljlsq,container_memory_cache
front-end-84bbdf87f9-ljlsq,container_memory_cache
front-end-84bbdf87f9-xpvr8,container_memory_cache
front-end-84bbdf87f9-xpvr8,container_memory_cache
queue-master-5c568f48f4-kdk26,container_memory_cache
queue-master-5c568f48f4-kdk26,container_memory_cache
front-end-84bbdf87f9-qn5dw,container_memory_cache
front-end-84bbdf87f9-qn5dw,container_memory_cache
front-end-84bbdf87f9-tcsxq,container_memory_cache
front-end-84bbdf87f9-tcsxq,container_memory_cache
front-end-84bbdf87f9-7q9vp,container_memory_cache
front-end-84bbdf87f9-7q9vp,container_memory_cache
front-end-84bbdf87f9-hxml2,container_memory_cache
front-end-84bbdf87f9-hxml2,container_memory_cache
front-end-84bbdf87f9-q6nkp,container_memory_cache
front-end-84bbdf87f9-q6nkp,container_memory_cache
front-end-84bbdf87f9-bd7zg,container_memory_cache
front-end-84bbdf87f9-bd7zg,container_memory_cache
front-end-84bbdf87f9-w86x5,container_memory_cache
front-end-84bbdf87f9-w86x5,container_memory_cache
front-end-84bbdf87f9-4bzjw,container_memory_cache
front-end-84bbdf87f9-4bzjw,container_memory_cache
front-end-84bbdf87f9-kmv47,container_memory_cache
front-end-84bbdf87f9-kmv47,container_memory_cache
front-end-84bbdf87f9-jxwtv,container_memory_cache
front-end-84bbdf87f9-jxwtv,container_memory_cache
orders-b54f99dcf-648c4,container_memory_cache
orders-b54f99dcf-648c4,container_memory_cache
front-end-84bbdf87f9-qqzdw,container_memory_cache
front-end-84bbdf87f9-qqzdw,container_memory_cache
user-b8c4c9799-p6m9h,container_memory_cache
user-b8c4c9799-p6m9h,container_memory_cache
front-end-84bbdf87f9-pxn99,container_memory_cache
front-end-84bbdf87f9-pxn99,container_memory_cache
front-end-84bbdf87f9-dtl78,container_memory_cache
front-end-84bbdf87f9-dtl78,container_memory_cache
catalogue-5847ff7b9d-8gz2w,container_memory_cache
catalogue-5847ff7b9d-8gz2w,container_memory_cache
front-end-84bbdf87f9-p8shn,container_memory_cache
front-end-84bbdf87f9-p8shn,container_memory_cache
orders-b54f99dcf-99n5f,container_memory_cache
orders-b54f99dcf-99n5f,container_memory_cache
front-end-84bbdf87f9-pfkqg,container_memory_cache
front-end-84bbdf87f9-pfkqg,container_memory_cache
front-end-84bbdf87f9-5lrjq,container_memory_cache
front-end-84bbdf87f9-5lrjq,container_memory_cache
front-end-84bbdf87f9-4xsk5,container_memory_cache
front-end-84bbdf87f9-4xsk5,container_memory_cache
front-end-84bbdf87f9-57x95,container_memory_cache
front-end-84bbdf87f9-57x95,container_memory_cache
front-end-84bbdf87f9-rgdkz,container_memory_cache
front-end-84bbdf87f9-rgdkz,container_memory_cache
front-end-84bbdf87f9-p2snw,container_memory_cache
front-end-84bbdf87f9-p2snw,container_memory_cache
front-end-84bbdf87f9-pm6f7,container_memory_cache
front-end-84bbdf87f9-pm6f7,container_memory_cache
front-end-84bbdf87f9-4tnwd,container_memory_cache
front-end-84bbdf87f9-4tnwd,container_memory_cache
front-end-84bbdf87f9-cz8js,container_memory_cache
front-end-84bbdf87f9-cz8js,container_memory_cache
front-end-84bbdf87f9-fx76p,container_memory_cache
front-end-84bbdf87f9-fx76p,container_memory_cache
front-end-84bbdf87f9-5hrw2,container_memory_cache
front-end-84bbdf87f9-5hrw2,container_memory_cache
front-end-84bbdf87f9-lbf7z,container_memory_cache
front-end-84bbdf87f9-lbf7z,container_memory_cache
front-end-84bbdf87f9-k5g9d,container_memory_cache
front-end-84bbdf87f9-k5g9d,container_memory_cache
front-end-84bbdf87f9-vs62v,container_memory_cache
front-end-84bbdf87f9-vs62v,container_memory_cache
front-end-84bbdf87f9-7d4cp,container_memory_cache
front-end-84bbdf87f9-7d4cp,container_memory_cache
front-end-84bbdf87f9-6rwqz,container_memory_cache
front-end-84bbdf87f9-6rwqz,container_memory_cache
front-end-84bbdf87f9-4zrg7,container_memory_cache
front-end-84bbdf87f9-4zrg7,container_memory_cache
carts-77c79d8f5c-kc9vd,container_memory_failcnt
carts-db-6fd968dd8c-mhq77,container_memory_failcnt
catalogue-5847ff7b9d-8gz2w,container_memory_failcnt
catalogue-db-554b5765cf-jglzx,container_memory_failcnt
front-end-84bbdf87f9-9h2hm,container_memory_failcnt
front-end-84bbdf87f9-rwglf,container_memory_failcnt
front-end-84bbdf87f9-bqs94,container_memory_failcnt
front-end-84bbdf87f9-dchc2,container_memory_failcnt
front-end-84bbdf87f9-4bddm,container_memory_failcnt
front-end-84bbdf87f9-h6qvz,container_memory_failcnt
front-end-84bbdf87f9-wxcxc,container_memory_failcnt
front-end-84bbdf87f9-ldc2x,container_memory_failcnt
front-end-84bbdf87f9-6gwpb,container_memory_failcnt
front-end-84bbdf87f9-nv7pt,container_memory_failcnt
front-end-84bbdf87f9-zt6sc,container_memory_failcnt
front-end-84bbdf87f9-zpznn,container_memory_failcnt
front-end-84bbdf87f9-nl9mb,container_memory_failcnt
front-end-84bbdf87f9-njk4n,container_memory_failcnt
front-end-84bbdf87f9-wmvr6,container_memory_failcnt
front-end-84bbdf87f9-6wvcp,container_memory_failcnt
front-end-84bbdf87f9-4r59v,container_memory_failcnt
front-end-84bbdf87f9-2n9fd,container_memory_failcnt
front-end-84bbdf87f9-s6s49,container_memory_failcnt
front-end-84bbdf87f9-rlg2v,container_memory_failcnt
front-end-84bbdf87f9-k7wsd,container_memory_failcnt
front-end-84bbdf87f9-sfflv,container_memory_failcnt
front-end-84bbdf87f9-cfkwb,container_memory_failcnt
front-end-84bbdf87f9-rtrkt,container_memory_failcnt
front-end-84bbdf87f9-jhbqt,container_memory_failcnt
front-end-84bbdf87f9-2dcgp,container_memory_failcnt
front-end-84bbdf87f9-4vtjl,container_memory_failcnt
front-end-84bbdf87f9-4vpzf,container_memory_failcnt
front-end-84bbdf87f9-6s9j5,container_memory_failcnt
front-end-84bbdf87f9-ljlsq,container_memory_failcnt
front-end-84bbdf87f9-xpvr8,container_memory_failcnt
front-end-84bbdf87f9-qn5dw,container_memory_failcnt
front-end-84bbdf87f9-tcsxq,container_memory_failcnt
front-end-84bbdf87f9-7q9vp,container_memory_failcnt
front-end-84bbdf87f9-hxml2,container_memory_failcnt
front-end-84bbdf87f9-q6nkp,container_memory_failcnt
front-end-84bbdf87f9-bd7zg,container_memory_failcnt
front-end-84bbdf87f9-w86x5,container_memory_failcnt
front-end-84bbdf87f9-4bzjw,container_memory_failcnt
front-end-84bbdf87f9-kmv47,container_memory_failcnt
front-end-84bbdf87f9-jxwtv,container_memory_failcnt
front-end-84bbdf87f9-qqzdw,container_memory_failcnt
front-end-84bbdf87f9-pxn99,container_memory_failcnt
front-end-84bbdf87f9-dtl78,container_memory_failcnt
front-end-84bbdf87f9-p8shn,container_memory_failcnt
front-end-84bbdf87f9-pfkqg,container_memory_failcnt
front-end-84bbdf87f9-5lrjq,container_memory_failcnt
front-end-84bbdf87f9-4xsk5,container_memory_failcnt
front-end-84bbdf87f9-57x95,container_memory_failcnt
front-end-84bbdf87f9-rgdkz,container_memory_failcnt
front-end-84bbdf87f9-p2snw,container_memory_failcnt
front-end-84bbdf87f9-pm6f7,container_memory_failcnt
front-end-84bbdf87f9-4tnwd,container_memory_failcnt
front-end-84bbdf87f9-cz8js,container_memory_failcnt
front-end-84bbdf87f9-fx76p,container_memory_failcnt
front-end-84bbdf87f9-5hrw2,container_memory_failcnt
front-end-84bbdf87f9-lbf7z,container_memory_failcnt
front-end-84bbdf87f9-k5g9d,container_memory_failcnt
front-end-84bbdf87f9-vs62v,container_memory_failcnt
front-end-84bbdf87f9-7d4cp,container_memory_failcnt
front-end-84bbdf87f9-6rwqz,container_memory_failcnt
orders-b54f99dcf-r9v6c,container_memory_failcnt
orders-b54f99dcf-f6t87,container_memory_failcnt
orders-db-bcc65d8b7-v2txw,container_memory_failcnt
payment-bf57b494f-2zdfk,container_memory_failcnt
queue-master-5c568f48f4-kdk26,container_memory_failcnt
rabbitmq-c9c9d6567-kqfw5,container_memory_failcnt
rabbitmq-c9c9d6567-kqfw5,container_memory_failcnt
session-db-77fb5f98fc-rh8n7,container_memory_failcnt
shipping-76b9956679-jsgdh,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-p6m9h,container_memory_failcnt
user-db-59bc4d8969-gp8f5,container_memory_failcnt
user-db-59bc4d8969-gp8f5,container_memory_failcnt
user-db-59bc4d8969-gp8f5,container_memory_failcnt
catalogue-db-554b5765cf-jglzx,container_memory_failcnt
catalogue-db-554b5765cf-jglzx,container_memory_failcnt
rabbitmq-c9c9d6567-kqfw5,container_memory_failcnt
rabbitmq-c9c9d6567-kqfw5,container_memory_failcnt
orders-db-bcc65d8b7-v2txw,container_memory_failcnt
orders-db-bcc65d8b7-v2txw,container_memory_failcnt
session-db-77fb5f98fc-rh8n7,container_memory_failcnt
session-db-77fb5f98fc-rh8n7,container_memory_failcnt
carts-db-6fd968dd8c-mhq77,container_memory_failcnt
carts-db-6fd968dd8c-mhq77,container_memory_failcnt
front-end-84bbdf87f9-9h2hm,container_memory_failcnt
front-end-84bbdf87f9-9h2hm,container_memory_failcnt
payment-bf57b494f-2zdfk,container_memory_failcnt
payment-bf57b494f-2zdfk,container_memory_failcnt
front-end-84bbdf87f9-rwglf,container_memory_failcnt
front-end-84bbdf87f9-rwglf,container_memory_failcnt
front-end-84bbdf87f9-bqs94,container_memory_failcnt
front-end-84bbdf87f9-bqs94,container_memory_failcnt
front-end-84bbdf87f9-dchc2,container_memory_failcnt
front-end-84bbdf87f9-dchc2,container_memory_failcnt
front-end-84bbdf87f9-4bddm,container_memory_failcnt
front-end-84bbdf87f9-4bddm,container_memory_failcnt
front-end-84bbdf87f9-h6qvz,container_memory_failcnt
front-end-84bbdf87f9-h6qvz,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
user-b8c4c9799-4d2vq,container_memory_failcnt
front-end-84bbdf87f9-fwbs2,container_memory_failcnt
front-end-84bbdf87f9-fwbs2,container_memory_failcnt
carts-77c79d8f5c-kc9vd,container_memory_failcnt
carts-77c79d8f5c-kc9vd,container_memory_failcnt
front-end-84bbdf87f9-wxcxc,container_memory_failcnt
front-end-84bbdf87f9-wxcxc,container_memory_failcnt
front-end-84bbdf87f9-ldc2x,container_memory_failcnt
front-end-84bbdf87f9-ldc2x,container_memory_failcnt
front-end-84bbdf87f9-6gwpb,container_memory_failcnt
front-end-84bbdf87f9-6gwpb,container_memory_failcnt
front-end-84bbdf87f9-nv7pt,container_memory_failcnt
front-end-84bbdf87f9-nv7pt,container_memory_failcnt
orders-b54f99dcf-r9v6c,container_memory_failcnt
orders-b54f99dcf-r9v6c,container_memory_failcnt
front-end-84bbdf87f9-zt6sc,container_memory_failcnt
front-end-84bbdf87f9-zt6sc,container_memory_failcnt
front-end-84bbdf87f9-zpznn,container_memory_failcnt
front-end-84bbdf87f9-zpznn,container_memory_failcnt
front-end-84bbdf87f9-nl9mb,container_memory_failcnt
front-end-84bbdf87f9-nl9mb,container_memory_failcnt
front-end-84bbdf87f9-njk4n,container_memory_failcnt
front-end-84bbdf87f9-njk4n,container_memory_failcnt
orders-b54f99dcf-np2bn,container_memory_failcnt
orders-b54f99dcf-np2bn,container_memory_failcnt
front-end-84bbdf87f9-wmvr6,container_memory_failcnt
front-end-84bbdf87f9-wmvr6,container_memory_failcnt
front-end-84bbdf87f9-6wvcp,container_memory_failcnt
front-end-84bbdf87f9-6wvcp,container_memory_failcnt
front-end-84bbdf87f9-4r59v,container_memory_failcnt
front-end-84bbdf87f9-4r59v,container_memory_failcnt
front-end-84bbdf87f9-2n9fd,container_memory_failcnt
front-end-84bbdf87f9-2n9fd,container_memory_failcnt
front-end-84bbdf87f9-tfs4h,container_memory_failcnt
front-end-84bbdf87f9-tfs4h,container_memory_failcnt
orders-b54f99dcf-f6t87,container_memory_failcnt
orders-b54f99dcf-f6t87,container_memory_failcnt
front-end-84bbdf87f9-s6s49,container_memory_failcnt
front-end-84bbdf87f9-s6s49,container_memory_failcnt
front-end-84bbdf87f9-rlg2v,container_memory_failcnt
front-end-84bbdf87f9-rlg2v,container_memory_failcnt
front-end-84bbdf87f9-k7wsd,container_memory_failcnt
front-end-84bbdf87f9-k7wsd,container_memory_failcnt
front-end-84bbdf87f9-sfflv,container_memory_failcnt
front-end-84bbdf87f9-sfflv,container_memory_failcnt
front-end-84bbdf87f9-cfkwb,container_memory_failcnt
front-end-84bbdf87f9-cfkwb,container_memory_failcnt
orders-b54f99dcf-p8f24,container_memory_failcnt
orders-b54f99dcf-p8f24,container_memory_failcnt
front-end-84bbdf87f9-rtrkt,container_memory_failcnt
front-end-84bbdf87f9-rtrkt,container_memory_failcnt
front-end-84bbdf87f9-jhbqt,container_memory_failcnt
front-end-84bbdf87f9-jhbqt,container_memory_failcnt
front-end-84bbdf87f9-2dcgp,container_memory_failcnt
front-end-84bbdf87f9-2dcgp,container_memory_failcnt
front-end-84bbdf87f9-4vtjl,container_memory_failcnt
front-end-84bbdf87f9-4vtjl,container_memory_failcnt
front-end-84bbdf87f9-4vpzf,container_memory_failcnt
front-end-84bbdf87f9-4vpzf,container_memory_failcnt
front-end-84bbdf87f9-6s9j5,container_memory_failcnt
front-end-84bbdf87f9-6s9j5,container_memory_failcnt
shipping-76b9956679-jsgdh,container_memory_failcnt
shipping-76b9956679-jsgdh,container_memory_failcnt
front-end-84bbdf87f9-ljlsq,container_memory_failcnt
front-end-84bbdf87f9-ljlsq,container_memory_failcnt
front-end-84bbdf87f9-xpvr8,container_memory_failcnt
front-end-84bbdf87f9-xpvr8,container_memory_failcnt
queue-master-5c568f48f4-kdk26,container_memory_failcnt
queue-master-5c568f48f4-kdk26,container_memory_failcnt
front-end-84bbdf87f9-qn5dw,container_memory_failcnt
front-end-84bbdf87f9-qn5dw,container_memory_failcnt
front-end-84bbdf87f9-tcsxq,container_memory_failcnt
front-end-84bbdf87f9-tcsxq,container_memory_failcnt
front-end-84bbdf87f9-7q9vp,container_memory_failcnt
front-end-84bbdf87f9-7q9vp,container_memory_failcnt
front-end-84bbdf87f9-hxml2,container_memory_failcnt
front-end-84bbdf87f9-hxml2,container_memory_failcnt
front-end-84bbdf87f9-q6nkp,container_memory_failcnt
front-end-84bbdf87f9-q6nkp,container_memory_failcnt
front-end-84bbdf87f9-bd7zg,container_memory_failcnt
front-end-84bbdf87f9-bd7zg,container_memory_failcnt
front-end-84bbdf87f9-w86x5,container_memory_failcnt
front-end-84bbdf87f9-w86x5,container_memory_failcnt
front-end-84bbdf87f9-4bzjw,container_memory_failcnt
front-end-84bbdf87f9-4bzjw,container_memory_failcnt
front-end-84bbdf87f9-kmv47,container_memory_failcnt
front-end-84bbdf87f9-kmv47,container_memory_failcnt
front-end-84bbdf87f9-jxwtv,container_memory_failcnt
front-end-84bbdf87f9-jxwtv,container_memory_failcnt
orders-b54f99dcf-648c4,container_memory_failcnt
orders-b54f99dcf-648c4,container_memory_failcnt
front-end-84bbdf87f9-qqzdw,container_memory_failcnt
front-end-84bbdf87f9-qqzdw,container_memory_failcnt
user-b8c4c9799-p6m9h,container_memory_failcnt
user-b8c4c9799-p6m9h,container_memory_failcnt
front-end-84bbdf87f9-pxn99,container_memory_failcnt
front-end-84bbdf87f9-pxn99,container_memory_failcnt
front-end-84bbdf87f9-dtl78,container_memory_failcnt
front-end-84bbdf87f9-dtl78,container_memory_failcnt
catalogue-5847ff7b9d-8gz2w,container_memory_failcnt
catalogue-5847ff7b9d-8gz2w,container_memory_failcnt
front-end-84bbdf87f9-p8shn,container_memory_failcnt
front-end-84bbdf87f9-p8shn,container_memory_failcnt
orders-b54f99dcf-99n5f,container_memory_failcnt
orders-b54f99dcf-99n5f,container_memory_failcnt
front-end-84bbdf87f9-pfkqg,container_memory_failcnt
front-end-84bbdf87f9-pfkqg,container_memory_failcnt
front-end-84bbdf87f9-5lrjq,container_memory_failcnt
front-end-84bbdf87f9-5lrjq,container_memory_failcnt
front-end-84bbdf87f9-4xsk5,container_memory_failcnt
front-end-84bbdf87f9-4xsk5,container_memory_failcnt
front-end-84bbdf87f9-57x95,container_memory_failcnt
front-end-84bbdf87f9-57x95,container_memory_failcnt
front-end-84bbdf87f9-rgdkz,container_memory_failcnt
front-end-84bbdf87f9-rgdkz,container_memory_failcnt
front-end-84bbdf87f9-p2snw,container_memory_failcnt
front-end-84bbdf87f9-p2snw,container_memory_failcnt
front-end-84bbdf87f9-pm6f7,container_memory_failcnt
front-end-84bbdf87f9-pm6f7,container_memory_failcnt
front-end-84bbdf87f9-4tnwd,container_memory_failcnt
front-end-84bbdf87f9-4tnwd,container_memory_failcnt
front-end-84bbdf87f9-cz8js,container_memory_failcnt
front-end-84bbdf87f9-cz8js,container_memory_failcnt
front-end-84bbdf87f9-fx76p,container_memory_failcnt
front-end-84bbdf87f9-fx76p,container_memory_failcnt
front-end-84bbdf87f9-5hrw2,container_memory_failcnt
front-end-84bbdf87f9-5hrw2,container_memory_failcnt
front-end-84bbdf87f9-lbf7z,container_memory_failcnt
front-end-84bbdf87f9-lbf7z,container_memory_failcnt
front-end-84bbdf87f9-k5g9d,container_memory_failcnt
front-end-84bbdf87f9-k5g9d,container_memory_failcnt
front-end-84bbdf87f9-vs62v,container_memory_failcnt
front-end-84bbdf87f9-vs62v,container_memory_failcnt
front-end-84bbdf87f9-7d4cp,container_memory_failcnt
front-end-84bbdf87f9-7d4cp,container_memory_failcnt
front-end-84bbdf87f9-6rwqz,container_memory_failcnt
front-end-84bbdf87f9-6rwqz,container_memory_failcnt
front-end-84bbdf87f9-4zrg7,container_memory_failcnt
front-end-84bbdf87f9-4zrg7,container_memory_failcnt
carts-77c79d8f5c-kc9vd,container_memory_failures_total
carts-77c79d8f5c-kc9vd,container_memory_failures_total
carts-77c79d8f5c-kc9vd,container_memory_failures_total
carts-77c79d8f5c-kc9vd,container_memory_failures_total
carts-db-6fd968dd8c-mhq77,container_memory_failures_total
carts-db-6fd968dd8c-mhq77,container_memory_failures_total
carts-db-6fd968dd8c-mhq77,container_memory_failures_total
carts-db-6fd968dd8c-mhq77,container_memory_failures_total
catalogue-5847ff7b9d-8gz2w,container_memory_failures_total
catalogue-5847ff7b9d-8gz2w,container_memory_failures_total
catalogue-5847ff7b9d-8gz2w,container_memory_failures_total
catalogue-5847ff7b9d-8gz2w,container_memory_failures_total
catalogue-db-554b5765cf-jglzx,container_memory_failures_total
catalogue-db-554b5765cf-jglzx,container_memory_failures_total
catalogue-db-554b5765cf-jglzx,container_memory_failures_total
catalogue-db-554b5765cf-jglzx,container_memory_failures_total
front-end-84bbdf87f9-9h2hm,container_memory_failures_total
front-end-84bbdf87f9-9h2hm,container_memory_failures_total
front-end-84bbdf87f9-rwglf,container_memory_failures_total
front-end-84bbdf87f9-rwglf,container_memory_failures_total
front-end-84bbdf87f9-bqs94,container_memory_failures_total
front-end-84bbdf87f9-bqs94,container_memory_failures_total
front-end-84bbdf87f9-dchc2,container_memory_failures_total
front-end-84bbdf87f9-dchc2,container_memory_failures_total
front-end-84bbdf87f9-4bddm,container_memory_failures_total
front-end-84bbdf87f9-4bddm,container_memory_failures_total
front-end-84bbdf87f9-h6qvz,container_memory_failures_total
front-end-84bbdf87f9-h6qvz,container_memory_failures_total
front-end-84bbdf87f9-wxcxc,container_memory_failures_total
front-end-84bbdf87f9-wxcxc,container_memory_failures_total
front-end-84bbdf87f9-ldc2x,container_memory_failures_total
front-end-84bbdf87f9-ldc2x,container_memory_failures_total
front-end-84bbdf87f9-6gwpb,container_memory_failures_total
front-end-84bbdf87f9-6gwpb,container_memory_failures_total
front-end-84bbdf87f9-nv7pt,container_memory_failures_total
front-end-84bbdf87f9-nv7pt,container_memory_failures_total
front-end-84bbdf87f9-zt6sc,container_memory_failures_total
front-end-84bbdf87f9-zt6sc,container_memory_failures_total
front-end-84bbdf87f9-zpznn,container_memory_failures_total
front-end-84bbdf87f9-zpznn,container_memory_failures_total
front-end-84bbdf87f9-nl9mb,container_memory_failures_total
front-end-84bbdf87f9-nl9mb,container_memory_failures_total
front-end-84bbdf87f9-njk4n,container_memory_failures_total
front-end-84bbdf87f9-njk4n,container_memory_failures_total
front-end-84bbdf87f9-wmvr6,container_memory_failures_total
front-end-84bbdf87f9-wmvr6,container_memory_failures_total
front-end-84bbdf87f9-6wvcp,container_memory_failures_total
