Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1689080454,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1689080455,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1689080456,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1689080457,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1689080458,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1689080459,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1689080460,2,,Aggregated,0.000000,0.000000,32,51,78,78,100,120,120,120,120,120,120,11,0,32,42.11490563201633,1.3327179476618767,124.04116708785295,5193.272727272727
1689080461,2,,Aggregated,11.000000,0.000000,32,51,69,72,92,100,120,120,120,120,120,22,0,29,38.24815355156633,1.1135409586131573,124.04116708785295,5193.136363636364
1689080462,2,,Aggregated,11.000000,0.000000,32,51,69,72,92,100,120,120,120,120,120,22,0,29,38.24815355156633,1.1135409586131573,124.04116708785295,5193.136363636364
1689080463,3,,Aggregated,11.000000,0.000000,32,51,69,72,92,100,120,120,120,120,120,22,0,29,38.24815355156633,1.1135409586131573,124.04116708785295,5193.136363636364
1689080464,3,,Aggregated,6.666667,0.000000,32,49,69,76,98,100,120,120,120,120,120,33,0,32,38.16951766158595,1.1135409586131573,124.04116708785295,5193.151515151515
1689080465,4,,Aggregated,6.666667,0.000000,32,49,69,76,98,100,120,120,120,120,120,33,0,32,38.16951766158595,1.1135409586131573,124.04116708785295,5193.151515151515
1689080466,4,,Aggregated,5.500000,0.000000,33,49,69,73,92,98,120,120,120,120,120,44,0,32,36.92262349861928,1.1135409586131573,124.04116708785295,5193.159090909091
1689080467,4,,Aggregated,5.500000,0.000000,33,49,69,73,92,98,120,120,120,120,120,44,0,32,36.92262349861928,1.1135409586131573,124.04116708785295,5193.159090909091
1689080468,5,,Aggregated,5.500000,0.000000,33,49,69,73,92,98,120,120,120,120,120,44,0,32,36.92262349861928,1.1135409586131573,124.04116708785295,5193.159090909091
1689080469,5,,Aggregated,5.500000,0.000000,33,49,69,73,92,98,120,120,120,120,120,44,0,32,36.92262349861928,1.1135409586131573,124.04116708785295,5193.159090909091
1689080470,6,,Aggregated,5.375000,0.000000,32,49,69,73,91,98,100,120,120,120,120,55,0,32,36.415817609734155,1.1135409586131573,124.04116708785295,5193.163636363636
1689080471,6,,Aggregated,5.375000,0.000000,32,49,69,73,91,98,100,120,120,120,120,55,0,32,36.415817609734155,1.1135409586131573,124.04116708785295,5193.163636363636
1689080472,6,,Aggregated,4.400000,0.000000,32,48,69,72,89,98,100,120,120,120,120,66,0,31,35.79733643864253,1.0838378220796585,124.04116708785295,5193.136363636364
1689080473,7,,Aggregated,4.500000,0.000000,31,48,69,72,87,98,100,120,120,120,120,76,0,31,35.341483029218296,1.0838378220796585,124.04116708785295,5253.039473684211
1689080474,7,,Aggregated,4.500000,0.000000,31,48,69,72,87,98,100,120,120,120,120,76,0,31,35.341483029218296,1.0838378220796585,124.04116708785295,5253.039473684211
1689080475,8,,Aggregated,4.500000,0.000000,31,48,69,72,87,98,100,120,120,120,120,76,0,31,35.341483029218296,1.0838378220796585,124.04116708785295,5253.039473684211
1689080476,8,,Aggregated,4.500000,0.000000,31,48,69,73,87,98,100,120,120,120,120,77,0,31,35.869388484287185,1.0838378220796585,124.04116708785295,5193.1558441558445
1689080477,8,,Aggregated,4.500000,0.000000,31,48,69,73,87,98,100,120,120,120,120,77,0,31,35.869388484287185,1.0838378220796585,124.04116708785295,5193.1558441558445
1689080478,9,,Aggregated,4.400000,0.000000,31,48,69,72,87,92,100,120,120,120,120,88,0,31,35.37627653779716,1.0838378220796585,124.04116708785295,5193.136363636364
1689080479,9,,Aggregated,4.400000,0.000000,31,49,69,72,87,92,100,120,120,120,120,99,0,31,35.26588284993789,1.0838378220796585,124.04116708785295,5193.151515151515
1689080480,10,,Aggregated,4.400000,0.000000,31,49,69,72,87,92,100,120,120,120,120,99,0,31,35.26588284993789,1.0838378220796585,124.04116708785295,5193.151515151515
1689080481,10,,Aggregated,4.400000,0.000000,31,48,69,72,87,91,98,100,120,120,120,110,0,30,35.03662397957999,1.0838378220796585,124.04116708785295,5193.136363636364
1689080482,10,,Aggregated,4.400000,0.000000,31,48,68,72,85,91,98,100,120,120,120,121,0,31,35.18500143839123,1.0838378220796585,124.04116708785295,5193.123966942148
1689080483,11,,Aggregated,4.400000,0.000000,31,48,68,72,85,91,98,100,120,120,120,121,0,31,35.18500143839123,1.0838378220796585,124.04116708785295,5193.123966942148
1689080484,11,,Aggregated,4.400000,0.000000,31,48,69,72,84,91,98,100,120,120,120,132,0,30,34.96791634207705,1.0838378220796585,124.04116708785295,5193.128787878788
