Timestamp,Value,Pod
2023-07-11 13:00:54,65.156539,t25pz
2023-07-11 13:01:54,65.173662,t25pz
2023-07-11 13:02:54,65.200575,t25pz
2023-07-11 13:03:54,65.245268,t25pz
2023-07-11 13:04:54,65.312331,t25pz
2023-07-11 13:05:54,65.386354,t25pz
2023-07-11 13:06:54,65.483949,t25pz
2023-07-11 13:07:54,65.588011,t25pz
2023-07-11 13:08:54,65.680032,t25pz
2023-07-11 13:09:54,65.793509,t25pz
2023-07-11 13:10:54,65.919716,t25pz
2023-07-11 13:11:54,66.084051,t25pz
2023-07-11 13:12:54,66.169078,t25pz
2023-07-11 13:13:54,66.359561,t25pz
2023-07-11 13:14:54,66.525653,t25pz
2023-07-11 13:15:54,66.744326,t25pz
2023-07-11 13:16:54,66.938224,t25pz
