Timestamp,Value,Pod
2023-07-11 06:07:42,206.622844,mvkrp
2023-07-11 06:08:42,213.643115,mvkrp
2023-07-11 06:09:42,214.557537,mvkrp
2023-07-11 06:10:42,215.683614,mvkrp
2023-07-11 06:11:42,216.465582,mvkrp
2023-07-11 06:12:42,217.338867,mvkrp
2023-07-11 06:13:42,218.120557,mvkrp
2023-07-11 06:14:42,219.082337,mvkrp
2023-07-11 06:15:42,220.164595,mvkrp
2023-07-11 06:16:42,222.447874,mvkrp
2023-07-11 06:08:42,12.952769,ppbfr
2023-07-11 06:09:42,36.459147,ppbfr
2023-07-11 06:10:42,42.85905,ppbfr
2023-07-11 06:11:42,44.467851,ppbfr
2023-07-11 06:12:42,46.179776,ppbfr
2023-07-11 06:13:42,48.367728,ppbfr
2023-07-11 06:14:42,50.351575,ppbfr
2023-07-11 06:15:42,52.503419,ppbfr
2023-07-11 06:16:42,56.758233,ppbfr
2023-07-11 06:07:42,0.018444,294tn
2023-07-11 06:08:42,27.755218,294tn
2023-07-11 06:09:42,39.063724,294tn
2023-07-11 06:10:42,43.10472,294tn
2023-07-11 06:11:42,45.234029,294tn
2023-07-11 06:12:42,47.21946,294tn
2023-07-11 06:13:42,48.524194,294tn
2023-07-11 06:14:42,50.230021,294tn
2023-07-11 06:15:42,54.693518,294tn
2023-07-11 06:16:42,56.859207,294tn
2023-07-11 13:11:54,0.018667,lttdn
2023-07-11 13:12:54,27.681056,lttdn
2023-07-11 13:13:54,36.909467,lttdn
2023-07-11 13:14:54,40.313654,lttdn
2023-07-11 13:15:54,42.426718,lttdn
2023-07-11 13:16:54,43.95036,lttdn
2023-07-11 13:00:54,86.984421,zj6qv
2023-07-11 13:01:54,87.102717,zj6qv
2023-07-11 13:02:54,87.56698,zj6qv
2023-07-11 13:03:54,88.165174,zj6qv
2023-07-11 13:04:54,89.455823,zj6qv
2023-07-11 13:05:54,90.587461,zj6qv
2023-07-11 13:06:54,91.897054,zj6qv
2023-07-11 13:07:54,93.756945,zj6qv
2023-07-11 13:08:54,95.166611,zj6qv
2023-07-11 13:09:54,96.2856,zj6qv
2023-07-11 13:10:54,97.691317,zj6qv
2023-07-11 13:11:54,103.607466,zj6qv
2023-07-11 13:12:54,105.353888,zj6qv
2023-07-11 13:13:54,105.877375,zj6qv
2023-07-11 13:14:54,106.333267,zj6qv
2023-07-11 13:15:54,106.856628,zj6qv
2023-07-11 13:16:54,107.53649,zj6qv
2023-07-11 06:08:42,13.213653,k4nvz
2023-07-11 06:09:42,42.144066,k4nvz
2023-07-11 06:10:42,48.509404,k4nvz
2023-07-11 06:11:42,50.290874,k4nvz
2023-07-11 06:12:42,52.564766,k4nvz
2023-07-11 06:13:42,54.052514,k4nvz
2023-07-11 06:14:42,55.714298,k4nvz
2023-07-11 06:15:42,57.750336,k4nvz
2023-07-11 06:16:42,62.445657,k4nvz
2023-07-11 06:08:42,15.122236,r58g8
2023-07-11 06:09:42,41.859944,r58g8
2023-07-11 06:10:42,47.663128,r58g8
2023-07-11 06:11:42,49.492353,r58g8
2023-07-11 06:12:42,51.689402,r58g8
2023-07-11 06:13:42,53.563604,r58g8
2023-07-11 06:14:42,55.764543,r58g8
2023-07-11 06:15:42,57.734169,r58g8
2023-07-11 06:16:42,62.208676,r58g8
