Timestamp,Value
2023-07-11 13:03:54,0.541757
2023-07-11 13:04:54,1.119097
2023-07-11 13:05:54,2.284106
2023-07-11 13:06:54,4.193514
2023-07-11 13:07:54,5.964237
2023-07-11 13:08:54,8.20343
2023-07-11 13:09:54,11.22775
2023-07-11 13:10:54,13.693372
2023-07-11 13:11:54,17.805534
2023-07-11 13:12:54,21.41837
2023-07-11 13:13:54,24.92842
2023-07-11 13:14:54,28.664187
2023-07-11 13:15:54,32.534657
2023-07-11 13:16:54,36.219421
