Timestamp,Value
2023-07-11 13:00:54,67.614432
2023-07-11 13:01:54,68.003421
2023-07-11 13:02:54,69.740914
2023-07-11 13:03:54,72.058287
2023-07-11 13:04:54,74.790253
2023-07-11 13:05:54,78.573744
2023-07-11 13:06:54,82.145513
2023-07-11 13:07:54,86.812335
2023-07-11 13:08:54,91.984489
2023-07-11 13:09:54,96.7668
2023-07-11 13:10:54,102.108212
2023-07-11 13:11:54,108.341012
2023-07-11 13:12:54,113.876374
2023-07-11 13:13:54,119.537518
2023-07-11 13:14:54,125.585789
2023-07-11 13:15:54,131.070973
2023-07-11 13:16:54,137.293275
