Timestamp,Value
2023-07-11 13:00:54,86.125917
2023-07-11 13:01:54,86.178314
2023-07-11 13:02:54,86.246269
2023-07-11 13:03:54,86.366172
2023-07-11 13:04:54,86.588833
2023-07-11 13:05:54,86.81428
2023-07-11 13:06:54,87.0541
2023-07-11 13:07:54,87.427758
2023-07-11 13:08:54,87.742472
2023-07-11 13:09:54,88.141879
2023-07-11 13:10:54,88.635362
2023-07-11 13:11:54,89.129487
2023-07-11 13:12:54,89.609821
2023-07-11 13:13:54,90.141309
2023-07-11 13:14:54,90.695996
2023-07-11 13:15:54,91.27427
2023-07-11 13:16:54,91.72734
