Timestamp,Value
2023-07-11 13:00:54,494.966302
2023-07-11 13:01:54,495.034187
2023-07-11 13:02:54,495.155234
2023-07-11 13:03:54,495.385026
2023-07-11 13:04:54,495.54019
2023-07-11 13:05:54,495.816266
2023-07-11 13:06:54,496.142653
2023-07-11 13:07:54,496.509533
2023-07-11 13:08:54,496.81839
2023-07-11 13:09:54,497.13156
2023-07-11 13:10:54,497.737487
2023-07-11 13:11:54,498.224102
2023-07-11 13:12:54,498.470111
2023-07-11 13:13:54,499.073071
2023-07-11 13:14:54,499.672402
2023-07-11 13:15:54,500.209193
2023-07-11 13:16:54,500.892752
