Timestamp,Value
2023-07-11 13:00:54,574.533631
2023-07-11 13:01:54,574.581208
2023-07-11 13:02:54,574.697225
2023-07-11 13:03:54,574.81167
2023-07-11 13:04:54,574.964736
2023-07-11 13:05:54,575.155159
2023-07-11 13:06:54,575.377864
2023-07-11 13:07:54,575.605836
2023-07-11 13:08:54,575.897937
2023-07-11 13:09:54,576.19045
2023-07-11 13:10:54,576.518242
2023-07-11 13:11:54,576.923346
2023-07-11 13:12:54,577.363718
2023-07-11 13:13:54,577.803946
2023-07-11 13:14:54,578.22485
2023-07-11 13:15:54,578.603922
2023-07-11 13:16:54,579.097602
