Timestamp,Value
2023-07-11 13:00:54,86.984421
2023-07-11 13:01:54,87.102717
2023-07-11 13:02:54,87.56698
2023-07-11 13:03:54,88.165174
2023-07-11 13:04:54,89.455823
2023-07-11 13:05:54,90.587461
2023-07-11 13:06:54,91.897054
2023-07-11 13:07:54,93.756945
2023-07-11 13:08:54,95.166611
2023-07-11 13:09:54,96.2856
2023-07-11 13:10:54,97.691317
2023-07-11 13:11:54,103.607466
2023-07-11 13:12:54,105.353888
2023-07-11 13:13:54,105.877375
2023-07-11 13:14:54,106.333267
2023-07-11 13:15:54,106.856628
2023-07-11 13:16:54,107.53649
