Timestamp,Value
2023-07-11 13:00:54,158.297544
2023-07-11 13:01:54,158.43163
2023-07-11 13:02:54,158.709329
2023-07-11 13:03:54,159.33634
2023-07-11 13:04:54,160.069007
2023-07-11 13:05:54,160.963847
2023-07-11 13:06:54,161.8165
2023-07-11 13:07:54,163.334961
2023-07-11 13:08:54,164.802633
2023-07-11 13:09:54,166.353806
2023-07-11 13:10:54,168.208497
2023-07-11 13:11:54,170.184739
2023-07-11 13:12:54,171.757223
2023-07-11 13:13:54,174.148393
2023-07-11 13:14:54,176.737091
2023-07-11 13:15:54,178.451607
2023-07-11 13:16:54,180.082122
